	seqid	start	end	strand	length	motherlength	neighbor_gene	flag	distance	correlation	transcription	repetitions	gene_start	gene_end	gene_strand	gene_length	gene_transcription	same_strand
head15613	SM_V7_2	21178389	21178489	-	100	1777	Smp_124390	olap	0.0	0.119316422551	8.038370432609117	0.0	21174858.0	21197281.0	+	22423	11.786661158766979	False
head15618	SM_V7_6	21189442	21189542	+	100	787	Smp_016630	olap	0.0	0.746573652255	78.06305513279207	0.0	21169851.0	21227698.0	-	57847	20.293681655138933	False
head1562	SM_V7_3	321013	321113	+	100	579	Smp_307600	olap	0.0		0.5438891780113111	0.0	301155.0	413622.0	-	112467	0.3367832444068225	False
head15620	SM_V7_3	21195103	21195203	-	100	217	Smp_078780	dir	11837.0		0.0	0.0	21207040.0	21220378.0	+	13338	31.828206735502206	False
head15622	SM_V7_ZW	21195319	21195419	-	100	144	Smp_192670	dir	18486.0		0.0	0.0	21213905.0	21215191.0	-	1286	0.6187032249110928	True
head15626	SM_V7_2	21204993	21205093	+	100	2551	Smp_004170	dir	4735.0		0.3068098564629972	1.0	21209828.0	21219897.0	+	10069	16.58284712869761	True
head15630	SM_V7_3	21212035	21212135	+	100	1891	Smp_078780	olap	0.0		3.068098564629972	0.0	21207040.0	21220378.0	+	13338	31.828206735502206	True
head15631	SM_V7_4	21217458	21217558	+	100	401	Smp_008850	esq	14483.0		0.27194458900565555	0.0	21200791.0	21202975.0	+	2184	6.173756476684015	True
head15632	SM_V7_1	21216542	21216642	-	100	518	Smp_163550	esq	4543.0	0.38229280807099997	2.8086185593374076	0.0	21179716.0	21211999.0	-	32283	4.411292160856541	True
head15637	SM_V7_5	21227272	21227372	-	100	757	Smp_040080	olap	0.0	-0.567743740017	2.91857912303851	0.0	21215789.0	21242596.0	+	26807	15.004031554231226	False
head15643	SM_V7_6	21229446	21229546	-	100	3186	Smp_016630	esq	1748.0		2.375758769248073	0.0	21169851.0	21227698.0	-	57847	20.293681655138933	True
head15646	SM_V7_6	21239155	21239255	+	100	3189	Smp_317600	dir	10472.0		0.3068098564629972	0.0	21249727.0	21255748.0	-	6021	44.16229499515003	False
head15648	SM_V7_ZW	21240809	21240909	+	100	386	Smp_095290	olap	0.0		3.9918507603636315	0.0	21238897.0	21266751.0	-	27854	0.35253738744601737	False
head15658	SM_V7_1	21258463	21258563	-	100	3197	Smp_248140	dir	15022.0		0.0	0.0	21273585.0	21277712.0	+	4127	160.4449385646699	False
head15660	SM_V7_ZW	21271958	21272058	-	100	465	Smp_095290	esq	5207.0		0.0	0.0	21238897.0	21266751.0	-	27854	0.35253738744601737	True
head15669	SM_V7_ZW	21285901	21286001	-	100	3187	Smp_095290	esq	19150.0		0.0	0.0	21238897.0	21266751.0	-	27854	0.35253738744601737	True
head15673	SM_V7_4	21299927	21300027	-	100	505	Smp_198100	dir	25040.0		0.42152678265257104	0.0	21325067.0	21325174.0	+	107	0.0	False
head15678	SM_V7_5	21308105	21308205	+	100	83	Smp_143980	olap	0.0		4.824061254353662	0.0	21294540.0	21368665.0	-	74125	7.640874242605836	False
head15680	SM_V7_ZW	21315559	21315659	+	100	121	Smp_174380	dir	33486.0		0.0	1.0	21349145.0	21386465.0	+	37320	1.8168984392091827	True
head15681	SM_V7_ZW	21315462	21315562	-	100	858	Smp_174380	dir	33583.0		0.0	1.0	21349145.0	21386465.0	+	37320	1.8168984392091827	False
head15683	SM_V7_4	21318155	21318255	+	100	710	Smp_198100	dir	6812.0		0.0	0.0	21325067.0	21325174.0	+	107	0.0	True
head15687	SM_V7_2	21322673	21322773	+	100	508	Smp_342040	esq	18849.0		0.0	0.0	21267589.0	21303824.0	-	36235	0.5388012144139058	False
head15688	SM_V7_6	21322036	21322136	-	100	207	Smp_131250	olap	0.0		0.6423707076387833	1.0	21259172.0	21334853.0	+	75681	11.290638052334003	False
head15689	SM_V7_3	21329537	21329637	+	100	3185	Smp_345520	esq	36566.0	0.8118047322769999	2.58830092365738	0.0	21281070.0	21292971.0	+	11901	8.171861032746735	True
head15692	SM_V7_2	21333857	21333957	+	100	351	Smp_310930	dir	14332.0		0.0		21348289.0	21403574.0	-	55285	6.345949855983177	False
head157	SM_V7_ZWH038	3206	3306	-	100	981	Smp_325280	dir	4098.0		0.0	2.0	7404.0	25912.0	-	18508	0.19162367494121066	True
head15700	SM_V7_5	21344831	21344931	-	100	862	Smp_143980	olap	0.0		2.5291606959154267	1.0	21294540.0	21368665.0	-	74125	7.640874242605836	True
head15703	SM_V7_3	21351643	21351743	-	100	591	Smp_145890	dir	18867.0		0.5366544084066698	0.0	21370610.0	21427233.0	+	56623	23.099574541591426	False
head15706	SM_V7_2	21361003	21361103	+	100	3183	Smp_310930	olap	0.0		1.5915512717405638	0.0	21348289.0	21403574.0	-	55285	6.345949855983177	False
head1571	SM_V7_3	331957	332057	+	100	375	Smp_307600	olap	0.0		1.1929549523881327	0.0	301155.0	413622.0	-	112467	0.3367832444068225	False
head15722	SM_V7_5	21407427	21407527	-	100	313	Smp_143970	dir	552.0		0.0	0.0	21408079.0	21415310.0	+	7231	0.18038943557426262	False
head15723	SM_V7_1	21410735	21410835	+	100	391	Smp_163500	olap	0.0	-0.0533395187823	3.670756037727724	0.0	21292055.0	21415379.0	+	123324	3.303809225371263	True
head15737	SM_V7_2	21432720	21432820	+	100	408	Smp_337470	olap	0.0		0.8430535653051421	0.0	21420015.0	21453722.0	-	33707	2.854030932987896	False
head15739	SM_V7_1	21435038	21435138	+	100	294	Smp_173110	olap	0.0		1.6933731977708781	0.0	21417940.0	21478091.0	-	60151	4.48310101363348	False
head15745	SM_V7_ZW	21447580	21447680	+	100	572	Smp_341590	esq	22611.0		0.0	0.0	21420395.0	21424969.0	+	4574	322.48201053955523	True
head15756	SM_V7_5	21472903	21473003	-	100	289	Smp_143960	olap	0.0		0.0	0.0	21443629.0	21483813.0	+	40184	1.47677578567352	False
head15757	SM_V7_5	21473873	21473973	-	100	540	Smp_143960	olap	0.0		0.6136197129259944	0.0	21443629.0	21483813.0	+	40184	1.47677578567352	False
head15759	SM_V7_1	21479119	21479219	+	100	765	Smp_173110	esq	1028.0		0.3068098564629972	0.0	21417940.0	21478091.0	-	60151	4.48310101363348	False
head15761	SM_V7_5	21481918	21482018	-	100	423	Smp_143960	olap	0.0		0.0	0.0	21443629.0	21483813.0	+	40184	1.47677578567352	False
head15762	SM_V7_5	21485055	21485155	-	100	291	Smp_143960	esq	1242.0		0.6136197129259944	0.0	21443629.0	21483813.0	+	40184	1.47677578567352	False
head15764	SM_V7_3	21487465	21487565	-	100	422	Smp_308350	dir	1351.0		0.4086317824933114	0.0	21488916.0	21511547.0	-	22631	0.7334822396586957	True
head15769	SM_V7_1	21504183	21504283	+	100	596	Smp_173110	esq	26092.0		0.0	0.0	21417940.0	21478091.0	-	60151	4.48310101363348	False
head1577	SM_V7_3	337641	337741	+	100	156	Smp_307600	olap	0.0		0.0	0.0	301155.0	413622.0	-	112467	0.3367832444068225	False
head15770	SM_V7_5	21504315	21504415	+	100	295	Smp_143960	esq	20502.0		0.0	0.0	21443629.0	21483813.0	+	40184	1.47677578567352	True
head15771	SM_V7_2	21504953	21505053	+	100	212	Smp_094560	olap	0.0		0.42152678265257104	0.0	21467362.0	21520875.0	-	53513	0.6652472447109812	False
head15778	SM_V7_6	21515875	21515975	+	100	657	Smp_213250	esq	1996.0		0.7836511307087939	0.0	21495492.0	21513879.0	+	18387	12.016727210838342	True
head15781	SM_V7_4	21515622	21515722	-	100	3196	Smp_126860	esq	465.0		0.0	0.0	21499612.0	21515157.0	-	15545	18.73412316394329	True
head15782	SM_V7_ZW	21522732	21522832	+	100	3189	Smp_246330	olap	0.0		1.4643187474003025	0.0	21495892.0	21549744.0	-	53852	4.899745999264842	False
head15784	SM_V7_5	21536924	21537024	+	100	64	Smp_330770	esq	4236.0		0.0	0.0	21532139.0	21532688.0	+	549	0.1613049730294444	True
head15791	SM_V7_ZW	21553530	21553630	+	100	3187	Smp_246330	esq	3786.0		0.6423707076387833	0.0	21495892.0	21549744.0	-	53852	4.899745999264842	False
head15793	SM_V7_2	21556377	21556477	+	100	486	Smp_129640	dir	24812.0		0.0	0.0	21581289.0	21626653.0	+	45364	4.275301459325202	True
head15795	SM_V7_5	21557022	21557122	+	100	482	Smp_343670	olap	0.0		0.8158337670169666		21542157.0	21575169.0	+	33012	0.22563793180577588	True
head15804	SM_V7_5	21567053	21567153	+	100	167	Smp_343670	olap	0.0		0.0	0.0	21542157.0	21575169.0	+	33012	0.22563793180577588	True
head15806	SM_V7_6	21566686	21566786	-	100	325	Smp_016730	dir	7385.0	0.23850585673	7.818543659204564	0.0	21574171.0	21589902.0	-	15731	54.78682803185374	True
head15809	SM_V7_6	21574044	21574144	+	100	799	Smp_016730	dir	27.0		3.4508223639979922	0.0	21574171.0	21589902.0	-	15731	54.78682803185374	False
head15810	SM_V7_5	21573313	21573413	-	100	158	Smp_343670	olap	0.0		0.0	0.0	21542157.0	21575169.0	+	33012	0.22563793180577588	False
head15813	SM_V7_2	21580657	21580757	-	100	312	Smp_129640	dir	532.0		1.2847414152775667	0.0	21581289.0	21626653.0	+	45364	4.275301459325202	False
head15817	SM_V7_6	21599009	21599109	+	100	656	Smp_016730	esq	9107.0		0.0	0.0	21574171.0	21589902.0	-	15731	54.78682803185374	False
head15819	SM_V7_6	21603576	21603676	-	100	151	Smp_016730	esq	13674.0		0.0	0.0	21574171.0	21589902.0	-	15731	54.78682803185374	True
head15825	SM_V7_6	21618189	21618289	+	100	58	Smp_131290	dir	7847.0		0.0	0.0	21626136.0	21639387.0	+	13251	1.1325267768087968	True
head15826	SM_V7_6	21622342	21622442	-	100	73	Smp_131290	dir	3694.0		1.3536364186974292	0.0	21626136.0	21639387.0	+	13251	1.1325267768087968	False
head15842	SM_V7_6	21644038	21644138	+	100	571	Smp_016750	dir	127.0		1.2272394258519888	0.0	21644265.0	21658282.0	-	14017	1.4333101577126421	False
head15845	SM_V7_5	21653595	21653695	+	100	484	Smp_039980	olap	0.0		0.3068098564629972	0.0	21640267.0	21665536.0	-	25269	9.337476960530605	False
head15846	SM_V7_6	21653387	21653487	-	100	309	Smp_016750	olap	0.0	0.63039421809	4.7863728857081265	0.0	21644265.0	21658282.0	-	14017	1.4333101577126421	True
head15849	SM_V7_2	21654393	21654493	-	100	382	Smp_014020	olap	0.0	0.345728941556	23.634662792120885	0.0	21653119.0	21664205.0	-	11086	21.103602725270303	True
head15852	SM_V7_6	21656051	21656151	-	100	66	Smp_016750	olap	0.0		1.3873534428809782	0.0	21644265.0	21658282.0	-	14017	1.4333101577126421	True
head15854	SM_V7_6	21667955	21668055	+	100	401	Smp_016750	esq	9673.0		1.4997648088511297	0.0	21644265.0	21658282.0	-	14017	1.4333101577126421	False
head1586	SM_V7_2	358384	358484	+	100	423	Smp_327240	dir	10202.0		0.5366544084066698	1.0	368686.0	370674.0	+	1988	23.095797286555467	True
head15864	SM_V7_2	21695609	21695709	-	100	380	Smp_014010	esq	636.0		0.0	0.0	21675169.0	21694973.0	+	19804	33.06437882443102	False
head15866	SM_V7_2	21697558	21697658	+	100	62	Smp_014010	esq	2585.0		0.0	0.0	21675169.0	21694973.0	+	19804	33.06437882443102	True
head1587	SM_V7_3	358916	359016	-	100	608	Smp_307600	olap	0.0		0.4086317824933114	1.0	301155.0	413622.0	-	112467	0.3367832444068225	True
head15870	SM_V7_5	21702325	21702425	-	100	633	Smp_143930	olap	0.0		1.5915512717405638	0.0	21685498.0	21756426.0	-	70928	3.158651881109308	True
head15873	SM_V7_5	21710624	21710724	-	100	536	Smp_143930	olap	0.0		0.9491805641017805	0.0	21685498.0	21756426.0	-	70928	3.158651881109308	True
head15887	SM_V7_6	21724645	21724745	+	100	2016	Smp_131320	esq	2993.0		0.0	0.0	21679947.0	21721652.0	-	41705	20.112202489252308	False
head15890	SM_V7_5	21726868	21726968	+	100	136	Smp_143930	olap	0.0		0.0	0.0	21685498.0	21756426.0	-	70928	3.158651881109308	False
head15895	SM_V7_5	21739935	21740035	+	100	116	Smp_143930	olap	0.0		2.8475416923053416	0.0	21685498.0	21756426.0	-	70928	3.158651881109308	False
head15896	SM_V7_5	21742595	21742695	+	100	342	Smp_143930	olap	0.0		0.27194458900565555	0.0	21685498.0	21756426.0	-	70928	3.158651881109308	False
head15897	SM_V7_6	21743031	21743131	+	100	110	Smp_016780	esq	1416.0		0.6423707076387833	0.0	21740076.0	21741615.0	+	1539	32.193503335369535	True
head159	SM_V7_1H036	1033	1133	-	100	3189	Smp_324850	dir	6142.0		0.0	1.0	7275.0	18369.0	+	11094	1.2798320410483872	False
head15905	SM_V7_6	21751189	21751289	+	100	473	Smp_337210	olap	0.0		2.1314280141630055	0.0	21748525.0	21801162.0	-	52637	0.05102746007385141	False
head15915	SM_V7_6	21761654	21761754	+	100	329	Smp_337210	olap	0.0		0.3068098564629972	0.0	21748525.0	21801162.0	-	52637	0.05102746007385141	False
head15917	SM_V7_2	21762844	21762944	+	100	234	Smp_129700	olap	0.0		0.0	0.0	21749512.0	21766255.0	-	16743	0.18331336638638895	False
head15918	SM_V7_1	21764064	21764164	-	100	315	Smp_175860	olap	0.0		0.27194458900565555	0.0	21760030.0	21798561.0	-	38531	1.3124887998905048	True
head15923	SM_V7_5	21771909	21772009	-	100	231	Smp_143920	olap	0.0	0.20431948763799998	13.697117230444391	0.0	21760670.0	21789759.0	+	29089	13.817275107322587	False
head15925	SM_V7_1	21784586	21784686	+	100	641	Smp_175860	olap	0.0		0.8855643019316499	0.0	21760030.0	21798561.0	-	38531	1.3124887998905048	False
head15927	SM_V7_2	21786333	21786433	-	100	277	Smp_013950	dir	4295.0		0.0	0.0	21790728.0	21799005.0	-	8277	6.448033207976968	True
head15930	SM_V7_4	21792995	21793095	-	100	1419	Smp_126820	dir	62159.0		0.0	0.0	21855254.0	21873424.0	-	18170	0.21671654685966588	True
head15931	SM_V7_4	21798369	21798469	+	100	3189	Smp_126820	dir	56785.0		0.0	0.0	21855254.0	21873424.0	-	18170	0.21671654685966588	False
head15936	SM_V7_5	21803780	21803880	-	100	110	Smp_143910	olap	0.0		0.0	0.0	21790790.0	21885266.0	+	94476	0.6055043505022524	False
head15945	SM_V7_ZW	21812032	21812132	-	100	2548	Smp_246870	dir	5485.0		0.0	0.0	21817617.0	21838600.0	+	20983	29.733300937602007	False
head15948	SM_V7_5	21818160	21818260	+	100	197	Smp_143910	olap	0.0	0.7592694516399999	8.508008477494997	0.0	21790790.0	21885266.0	+	94476	0.6055043505022524	True
head15954	SM_V7_5	21824148	21824248	-	100	498	Smp_143910	olap	0.0		2.448931099020556	0.0	21790790.0	21885266.0	+	94476	0.6055043505022524	False
head15955	SM_V7_5	21825505	21825605	+	100	647	Smp_143910	olap	0.0		0.5787544454686527	0.0	21790790.0	21885266.0	+	94476	0.6055043505022524	True
head1596	SM_V7_3	371126	371226	-	100	251	Smp_307600	olap	0.0		0.0	1.0	301155.0	413622.0	-	112467	0.3367832444068225	True
head15966	SM_V7_5	21837071	21837171	+	100	262	Smp_143910	olap	0.0		0.3068098564629972	0.0	21790790.0	21885266.0	+	94476	0.6055043505022524	True
head15969	SM_V7_5	21839757	21839857	+	100	546	Smp_143910	olap	0.0		0.8861450959251354	0.0	21790790.0	21885266.0	+	94476	0.6055043505022524	True
head15978	SM_V7_3	21857189	21857289	-	100	513	Smp_267300	olap	0.0		4.514801096590876	0.0	21834928.0	21861424.0	+	26496	0.0	False
head15982	SM_V7_5	21864327	21864427	-	100	459	Smp_143910	olap	0.0		0.0	0.0	21790790.0	21885266.0	+	94476	0.6055043505022524	False
head15986	SM_V7_1	21872047	21872147	+	100	842	Smp_097740	olap	0.0	0.34555460395099996	56.78265930468643	0.0	21861355.0	21872857.0	+	11502	10.27680736082349	True
head15987	SM_V7_1	21874814	21874914	-	100	469	Smp_097740	esq	1957.0	-0.0338001147791	3.9672890382616837	0.0	21861355.0	21872857.0	+	11502	10.27680736082349	False
head15994	SM_V7_2	21881137	21881237	+	100	199	Smp_129670	olap	0.0		0.2043158912466557	0.0	21847549.0	21916736.0	+	69187	7.438757708681152	True
head15995	SM_V7_5	21884597	21884697	+	100	776	Smp_143910	olap	0.0		0.8512798284677937	0.0	21790790.0	21885266.0	+	94476	0.6055043505022524	True
head15997	SM_V7_6	21883964	21884064	-	100	64	Smp_131350	esq	7595.0		0.8855643019316499	0.0	21852306.0	21876369.0	+	24063	16.80091192154804	False
head1600	SM_V7_3	372096	372196	-	100	400	Smp_307600	olap	0.0		0.8855643019316499	0.0	301155.0	413622.0	-	112467	0.3367832444068225	True
head16006	SM_V7_2	21892899	21892999	+	100	199	Smp_129670	olap	0.0		0.27194458900565555	0.0	21847549.0	21916736.0	+	69187	7.438757708681152	True
head16014	SM_V7_5	21904730	21904830	+	100	251	Smp_330790	dir	2334.0		0.0	0.0	21907164.0	21933308.0	+	26144	0.3142870130834647	True
head16022	SM_V7_ZW	21928953	21929053	+	100	2285	Smp_082250	olap	0.0	0.786137203521	5.97252384156392	0.0	21915025.0	21937609.0	+	22584	3.825960329668724	True
head16023	SM_V7_1	21930434	21930534	+	100	189	Smp_097700	olap	0.0	0.115951592101	11.957072515479512	0.0	21926556.0	21952831.0	-	26275	14.41050707462126	False
head16035	SM_V7_2	21947429	21947529	-	100	3183	Smp_013860	olap	0.0		3.0764326503671233	0.0	21939742.0	21972124.0	+	32382	3.6464703911749945	False
head16044	SM_V7_4	21979388	21979488	+	100	326	Smp_008660	olap	0.0	0.935353703508	8.508085865950836	0.0	21956808.0	21989132.0	+	32324	43.27470829745895	True
head16051	SM_V7_4	21996948	21997048	+	100	730	Smp_329420	dir	4198.0		0.2043158912466557		22001246.0	22002961.0	+	1715	0.10327280488998833	True
head16053	SM_V7_3	22000301	22000401	+	100	225	Smp_246610	esq	18505.0	0.578626994492	5.270032495106765	0.0	21918654.0	21981796.0	+	63142	6.262396752389893	True
head16054	SM_V7_ZW	22000484	22000584	-	100	181	Smp_166610	olap	0.0		2.4053109480155515	0.0	21940031.0	22010208.0	+	70177	1.49479427020035	False
head16060	SM_V7_4	22027259	22027359	+	100	213	Smp_329430	olap	0.0		1.4212651164564292		22008207.0	22030257.0	-	22050	1.238215885102767	False
head16063	SM_V7_6	22032116	22032216	-	100	487	Smp_131370	dir	1054.0		0.2043158912466557	0.0	22033270.0	22039813.0	+	6543	0.22733576971469607	False
head16064	SM_V7_6	22033176	22033276	+	100	63	Smp_131370	olap	0.0		0.0	0.0	22033270.0	22039813.0	+	6543	0.22733576971469607	True
head16079	SM_V7_2	22049749	22049849	+	100	566	Smp_013840	esq	16962.0		1.4997648088511297	0.0	22000532.0	22032787.0	+	32255	91.10850914782866	True
head16081	SM_V7_ZW	22050520	22050620	-	100	2084	Smp_104730	esq	283.0		0.0	0.0	22038975.0	22050237.0	-	11262	7.798124512248024	True
head16087	SM_V7_1	22059863	22059963	+	100	310	Smp_097620	esq	13513.0		0.0	0.0	22042298.0	22046350.0	+	4052	13.834090444282095	True
head16089	SM_V7_1	22063992	22064092	-	100	577	Smp_097620	esq	17642.0		1.2847414152775667	0.0	22042298.0	22046350.0	+	4052	13.834090444282095	False
head1609	SM_V7_3	384596	384696	+	100	428	Smp_307600	olap	0.0		0.0	0.0	301155.0	413622.0	-	112467	0.3367832444068225	False
head16092	SM_V7_1	22078975	22079075	-	100	1137	Smp_097620	esq	32625.0		0.6423707076387833	0.0	22042298.0	22046350.0	+	4052	13.834090444282095	False
head1611	SM_V7_1	391308	391408	-	100	1355	Smp_319020	esq	65566.0		0.0	2.0	323928.0	325742.0	-	1814	0.03382688604884203	True
head16110	SM_V7_6	22109810	22109910	+	100	501	Smp_317620	olap	0.0		0.0	1.0	22108721.0	22116366.0	-	7645	0.11012167539861861	False
head16115	SM_V7_6	22112763	22112863	+	100	199	Smp_317620	olap	0.0		0.0	1.0	22108721.0	22116366.0	-	7645	0.11012167539861861	False
head16117	SM_V7_3	22120788	22120888	+	100	572	Smp_129360	esq	18175.0		0.0	0.0	22066744.0	22102613.0	-	35869	41.66711299489106	False
head16126	SM_V7_6	22134686	22134786	+	100	501	Smp_131380	olap	0.0		0.0	1.0	22133631.0	22154294.0	-	20663	1.3164526741876725	False
head16131	SM_V7_6	22137638	22137738	+	100	199	Smp_131380	olap	0.0		0.27194458900565555	1.0	22133631.0	22154294.0	-	20663	1.3164526741876725	False
head16133	SM_V7_3	22143136	22143236	+	100	1209	Smp_129360	esq	40523.0		0.0	0.0	22066744.0	22102613.0	-	35869	41.66711299489106	False
head16134	SM_V7_ZW	22139831	22139931	-	100	2415	Smp_180660	esq	7634.0		0.0	0.0	22126411.0	22132197.0	+	5786	1.3917337192041328	False
head16136	SM_V7_5	22150955	22151055	-	100	759	Smp_302830	olap	0.0		3.8396981146398037	0.0	22148288.0	22166632.0	-	18344	0.7611278765171111	True
head16139	SM_V7_5	22161094	22161194	+	100	252	Smp_302830	olap	0.0	0.36753342358499996	4.2694010752366065	0.0	22148288.0	22166632.0	-	18344	0.7611278765171111	False
head16141	SM_V7_1	22161408	22161508	-	100	318	Smp_167370	olap	0.0		0.3068098564629972	0.0	22131508.0	22267148.0	+	135640	0.698102848025704	False
head16146	SM_V7_5	22165780	22165880	+	100	866	Smp_302830	olap	0.0		2.5694828305551334	0.0	22148288.0	22166632.0	-	18344	0.7611278765171111	False
head16147	SM_V7_4	22163881	22163981	-	100	2085	Smp_067010	olap	0.0		1.737424924392929	0.0	22148377.0	22197632.0	-	49255	8.280352457130679	True
head16159	SM_V7_4	22179922	22180022	+	100	3183	Smp_067010	olap	0.0	-0.12631412402699999	1.5240406363686338	0.0	22148377.0	22197632.0	-	49255	8.280352457130679	False
head1616	SM_V7_3	398726	398826	+	100	231	Smp_307600	olap	0.0		0.2043158912466557	0.0	301155.0	413622.0	-	112467	0.3367832444068225	False
head16160	SM_V7_3	22177778	22177878	+	100	170	Smp_129360	esq	75165.0		0.0	0.0	22066744.0	22102613.0	-	35869	41.66711299489106	False
head16161	SM_V7_5	22179364	22179464	-	100	707	Smp_302830	esq	12732.0		0.0	0.0	22148288.0	22166632.0	-	18344	0.7611278765171111	True
head16164	SM_V7_5	22185455	22185555	+	100	338	Smp_334630	dir	8729.0		0.0	1.0	22194284.0	22271925.0	+	77641	1.062478853157414	True
head16171	SM_V7_5	22189179	22189279	-	100	393	Smp_334630	dir	5005.0		0.9204295693889916	0.0	22194284.0	22271925.0	+	77641	1.062478853157414	False
head16174	SM_V7_5	22198537	22198637	-	100	476	Smp_334630	olap	0.0		0.9491805641017805	0.0	22194284.0	22271925.0	+	77641	1.062478853157414	False
head16177	SM_V7_5	22201056	22201156	-	100	188	Smp_334630	olap	0.0		0.0	0.0	22194284.0	22271925.0	+	77641	1.062478853157414	False
head16187	SM_V7_3	22213870	22213970	+	100	349	Smp_342430	dir	39867.0		0.0	0.0	22253837.0	22255769.0	+	1932	0.014075806884350704	True
head1619	SM_V7_3	400950	401050	-	100	326	Smp_307600	olap	0.0		0.27194458900565555	0.0	301155.0	413622.0	-	112467	0.3367832444068225	True
head1620	SM_V7_ZW	401280	401380	-	100	64	Smp_332820	olap	0.0		0.0	0.0	292799.0	445292.0	-	152493	0.38175698507328654	True
head16201	SM_V7_3	22229094	22229194	-	100	85	Smp_342430	dir	24643.0		0.5366544084066698	0.0	22253837.0	22255769.0	+	1932	0.014075806884350704	False
